x,y,z,yaw,velocity,change_flag
379.0529,1031.9348,-12.2299,0.9819,-1.9906,0
378.9838,1031.8389,-12.2253,1.0107,-1.9903,0
378.9252,1031.7330,-12.2448,1.0429,-2.2751,0
378.8553,1031.6188,-12.2405,1.0777,-2.2138,0
378.7912,1031.4916,-12.2720,1.1150,-2.5957,0
378.7253,1031.3727,-12.2647,1.1511,-2.3749,0
378.6697,1031.1901,-12.2853,1.1888,-4.0147,0
378.5869,1031.0333,-12.2811,1.2343,-2.9629,0
378.5393,1030.8722,-12.2718,1.2826,-3.3456,0
378.5106,1030.7695,-12.2991,1.3073,-3.9563,0
378.4641,1030.5955,-12.3010,1.3563,-3.4248,0
378.4512,1030.4786,-12.2992,1.3817,-4.2298,0
378.4295,1030.3743,-12.2845,1.4084,-3.8707,0
378.3996,1030.1897,-12.2971,1.4601,-3.3365,0
378.4160,1030.0168,-12.3030,1.5043,-3.1630,0
378.4292,1029.8348,-12.3334,1.5272,-3.3796,0
378.4345,1029.6658,-12.3069,1.5261,-3.6263,0
378.4139,1029.5223,-12.3089,1.5230,-5.2160,0
378.4030,1029.4053,-12.3197,1.5215,-4.2456,0
378.4056,1029.1942,-12.3200,1.5174,-4.0172,0
378.4032,1029.0822,-12.3346,1.5152,-4.0584,0
378.3881,1028.8903,-12.3422,1.5096,-3.6326,0
378.3728,1028.7605,-12.3425,1.5056,-1.9783,0
378.3724,1028.8779,-12.3430,1.5116,0.9994,0
378.3624,1028.9976,-12.3589,1.5324,2.0369,0
378.3779,1029.1287,-12.3517,1.5666,2.2410,0
378.3655,1029.2678,-12.3484,1.5985,2.5369,0
378.3556,1029.4097,-12.3349,1.6335,2.3974,0
378.3412,1029.5659,-12.3340,1.6729,2.9770,0
378.3303,1029.7498,-12.3089,1.7162,3.5506,0
378.3259,1029.8888,-12.3111,1.7366,5.0008,0
378.3258,1030.0198,-12.2947,1.7455,4.7615,0
378.3125,1030.1304,-12.2896,1.7495,4.0164,0
378.2622,1030.3197,-12.2913,1.7565,3.7703,0
378.2350,1030.4336,-12.2925,1.7597,4.2208,0
378.1903,1030.6371,-12.2854,1.7700,4.0803,0
378.1557,1030.7566,-12.2897,1.7780,4.4842,0
378.1077,1030.9606,-12.2674,1.7968,4.1142,0
378.0776,1031.0883,-12.2801,1.8077,4.7445,0
378.0631,1031.1981,-12.2674,1.8192,4.0093,0
378.0190,1031.3197,-12.2691,1.8309,4.6501,0
377.9717,1031.4384,-12.2848,1.8432,4.6361,0
377.9498,1031.5433,-12.2726,1.8575,3.8827,0
377.9161,1031.6647,-12.2633,1.8742,4.5495,0
377.8746,1031.7881,-12.2446,1.8923,4.7360,0
377.8343,1031.9153,-12.2536,1.9093,4.8279,0
377.7820,1032.0375,-12.2428,1.9257,4.7993,0
377.7485,1032.1741,-12.2350,1.9426,5.0661,0
377.7030,1032.3046,-12.2443,1.9591,4.9897,0
377.6460,1032.4485,-12.2519,1.9708,5.5641,0
377.5886,1032.5725,-12.2201,1.9809,5.0597,0
377.5358,1032.6979,-12.2362,1.9881,4.9293,0
377.4702,1032.8221,-12.2460,1.9930,5.0725,0
377.4106,1032.9282,-12.2374,1.9976,4.3894,0
377.3496,1033.0498,-12.2505,2.0034,4.9149,0
377.2974,1033.1816,-12.2286,2.0088,5.1709,0
377.2484,1033.3083,-12.2245,2.0142,4.8887,0
377.1835,1033.4375,-12.2139,2.0187,5.2147,0
377.1103,1033.5682,-12.2329,2.0233,5.4414,0
377.0392,1033.6886,-12.2489,2.0265,5.0610,0
376.9781,1033.8032,-12.2349,2.0300,4.6950,0
376.9110,1033.9316,-12.2234,2.0348,5.2401,0
376.8473,1034.0653,-12.2345,2.0397,5.3460,0
376.7776,1034.1866,-12.2375,2.0430,5.0434,0
376.7123,1034.3091,-12.2187,2.0466,5.0389,0
376.6460,1034.4264,-12.2183,2.0513,4.8610,0
376.5751,1034.5597,-12.2328,2.0556,5.4536,0
376.5054,1034.6790,-12.2368,2.0583,4.9806,0
376.4356,1034.7957,-12.2304,2.0622,4.8988,0
376.3641,1034.9230,-12.2266,2.0679,5.2644,0
376.2963,1035.0432,-12.2243,2.0724,4.9640,0
376.2357,1035.1595,-12.2155,2.0764,4.7451,0
376.1663,1035.2777,-12.2231,2.0807,4.9304,0
376.1060,1035.3965,-12.2043,2.0847,4.8479,0
376.0504,1035.5049,-12.2121,2.0887,4.3911,0
375.9871,1035.6179,-12.2049,2.0922,4.6706,0
375.9244,1035.7284,-12.2172,2.0960,4.5961,0
375.8504,1035.8428,-12.2211,2.1000,4.9080,0
375.7752,1035.9520,-12.2128,2.1035,4.7737,0
375.7069,1036.0591,-12.2242,2.1071,4.5945,0
375.6392,1036.1691,-12.2228,2.1118,4.6495,0
375.5648,1036.2739,-12.2311,2.1160,4.6382,0
375.5015,1036.3765,-12.2337,2.1200,4.3424,0
375.4404,1036.4725,-12.2130,2.1243,4.1608,0
375.3859,1036.5818,-12.2031,2.1292,4.4130,0
375.3115,1036.6879,-12.2053,2.1334,4.6697,0
375.2488,1036.7930,-12.2147,2.1356,4.4125,0
375.1802,1036.8944,-12.2233,2.1415,4.4114,0
375.1194,1036.9954,-12.2158,2.1442,4.2541,0
375.0555,1037.0945,-12.2105,2.1474,4.2561,0
374.9788,1037.1992,-12.2153,2.1502,4.6786,0
374.9055,1037.2968,-12.2336,2.1535,4.4361,0
374.8354,1037.3910,-12.2326,2.1565,4.2283,0
374.7698,1037.4840,-12.2210,2.1597,4.1216,0
374.7097,1037.5807,-12.2254,2.1634,4.1070,0
374.6468,1037.6833,-12.1994,2.1673,4.4370,0
374.5767,1037.7793,-12.2049,2.1704,4.2691,0
374.5114,1037.8741,-12.2047,2.1728,4.1491,0
374.4347,1037.9679,-12.2197,2.1753,4.3839,0
374.3686,1038.0483,-12.2044,2.1785,3.7918,0
374.3115,1038.1373,-12.2052,2.1832,3.8059,0
374.2443,1038.2433,-12.2174,2.1873,4.5373,0
374.1806,1038.3295,-12.2235,2.1891,3.8693,0
374.1063,1038.4067,-12.2177,2.1916,3.8665,0
374.0451,1038.4927,-12.2101,2.1957,3.8119,0
373.9861,1038.5916,-12.2058,2.2003,4.1469,0
373.9230,1038.6724,-12.1952,2.2039,3.7117,0
373.8124,1038.8490,-12.2009,2.2123,4.0118,0
373.7482,1038.9313,-12.2109,2.2160,3.7774,0
373.6655,1039.0126,-12.2275,2.2186,4.2119,0
373.5924,1039.0836,-12.2224,2.2211,3.6694,0
373.4727,1039.2395,-12.2268,2.2278,3.8653,0
373.3470,1039.3909,-12.2022,2.2343,3.8281,0
373.2208,1039.5492,-12.2144,2.2407,3.9637,0
373.1499,1039.6274,-12.2077,2.2425,3.8105,0
373.0442,1039.7650,-12.1867,2.2504,3.4113,0
372.9851,1039.8555,-12.1902,2.2538,3.8862,0
372.8513,1039.9972,-12.2104,2.2576,3.5455,0
372.7325,1040.1403,-12.2021,2.2633,3.3050,0
372.6163,1040.2776,-12.1998,2.2687,3.1354,0
372.4958,1040.4277,-12.2038,2.2739,3.4088,0
372.3821,1040.5371,-12.2067,2.2781,2.5720,0
372.2874,1040.6569,-12.1911,2.2828,2.8968,0
372.1887,1040.7788,-12.2069,2.2867,3.0345,0
372.0947,1040.8770,-12.2100,2.2902,2.3731,0
372.0043,1040.9740,-12.1991,2.2938,2.1459,0
371.9212,1041.0729,-12.1977,2.2975,2.3408,0
371.8381,1041.1561,-12.1997,2.3010,2.0433,0
371.7596,1041.2404,-12.1964,2.3046,2.4731,0
371.6803,1041.3281,-12.1962,2.3086,2.2330,0
371.6052,1041.4011,-12.1951,2.3121,2.0713,0
371.4979,1041.5060,-12.1983,2.3177,2.0246,0
371.4241,1041.5835,-12.1926,2.3210,2.1139,0
371.3234,1041.6907,-12.1978,2.3260,1.7381,0
371.2229,1041.8011,-12.1955,2.3311,1.9488,0
371.1483,1041.8713,-12.2021,2.3347,2.0101,0
371.0539,1041.9481,-12.2118,2.3503,1.5074,0
370.9578,1042.0553,-12.2119,2.3888,2.3907,0
370.8722,1042.1246,-12.2107,2.4193,1.9572,0
370.7829,1042.2065,-12.2065,2.4499,2.3494,0
370.6989,1042.2769,-12.2093,2.4807,1.9659,0
370.6091,1042.3584,-12.2110,2.5100,2.2829,0
370.5115,1042.4260,-12.2149,2.5401,2.2278,0
370.4174,1042.4933,-12.2137,2.5694,2.1945,0
370.3283,1042.5665,-12.1991,2.5958,2.0259,0
370.1907,1042.6682,-12.2038,2.6145,3.2609,0
370.0663,1042.7400,-12.2109,2.6183,2.5374,0
369.9490,1042.7935,-12.2120,2.6229,2.5748,0
369.8301,1042.8604,-12.2174,2.6269,2.5609,0
369.7177,1042.9192,-12.2269,2.6302,2.4260,0
369.5958,1042.9846,-12.2220,2.6342,2.4766,0
369.4993,1043.0266,-12.2353,2.6445,1.9190,0
369.3925,1043.0892,-12.2212,2.6678,2.3952,0
369.2700,1043.1450,-12.2203,2.6899,2.2233,0
369.1448,1043.2015,-12.2388,2.7132,2.6220,0
368.9970,1043.2719,-12.2395,2.7386,3.1612,0
368.8570,1043.3285,-12.2436,2.7617,2.6957,0
368.7666,1043.3766,-12.2525,2.7719,3.7017,0
368.5953,1043.4446,-12.2633,2.7815,3.2769,0
368.4417,1043.4923,-12.2728,2.7864,2.8302,0
368.2774,1043.5519,-12.2724,2.7927,2.9355,0
368.1310,1043.6044,-12.2754,2.7983,3.0001,0
367.9882,1043.6616,-12.2779,2.8046,2.8380,0
367.8322,1043.7056,-12.2771,2.8106,3.1335,0
367.6826,1043.7627,-12.2916,2.8165,3.1038,0
367.5331,1043.8109,-12.3016,2.8220,2.7259,0
367.3794,1043.8555,-12.3088,2.8265,2.6966,0
367.2190,1043.9052,-12.3166,2.8306,2.8261,0
367.0671,1043.9558,-12.3175,2.8346,2.7590,0
366.9146,1043.9954,-12.3305,2.8386,2.8876,0
366.7735,1044.0298,-12.3316,2.8432,2.8201,0
366.6423,1044.0648,-12.3430,2.8462,2.2094,0
366.5115,1044.1069,-12.3547,2.8493,2.3577,0
366.3997,1044.1389,-12.3508,2.8520,2.0813,0
366.2903,1044.1646,-12.3607,2.8548,2.1089,0
366.1894,1044.1915,-12.3610,2.8573,1.9564,0
366.0695,1044.2290,-12.3623,2.8596,1.3795,0
365.9562,1044.2621,-12.3748,2.8628,1.0762,0
365.8598,1044.2891,-12.3729,2.8643,0.3486,0
365.7491,1044.2892,-12.3789,2.9004,0.8523,0
365.6528,1044.3241,-12.3820,2.9304,1.4114,0
365.5201,1044.3370,-12.3889,2.9684,1.9167,0
365.3772,1044.3590,-12.3856,3.0144,2.0337,0
365.2411,1044.3947,-12.3897,3.0420,3.0996,0
365.0907,1044.4296,-12.4025,3.0548,2.7920,0
364.9344,1044.4360,-12.4062,3.0586,2.7083,0
364.7815,1044.4452,-12.4112,3.0635,2.6976,0
364.6385,1044.4366,-12.4141,3.0713,2.4844,0
364.5128,1044.4331,-12.4255,3.0888,2.2355,0
364.3497,1044.4232,-12.4215,3.1176,2.9600,0
364.1912,1044.4313,-12.4263,-3.1359,3.0472,0
363.9962,1044.4597,-12.4497,-3.1116,3.5505,0
363.8877,1044.4602,-12.4543,-3.1069,3.9049,0
363.6883,1044.4517,-12.4650,-3.1023,3.9932,0
363.5135,1044.4264,-12.4643,-3.0956,3.3676,0
363.3083,1044.4327,-12.4626,-3.0928,3.9375,0
363.2048,1044.4316,-12.4768,-3.0953,3.7630,0
363.0145,1044.4343,-12.4864,-3.1045,3.4897,0
362.9070,1044.4344,-12.4849,-3.1096,3.8702,0
362.7115,1044.4197,-12.5043,-3.1256,3.5270,0
362.5106,1044.4269,-12.5192,-3.1411,3.8820,0
362.3091,1044.4175,-12.5201,3.1250,3.7393,0
362.1219,1044.4144,-12.5157,3.1085,3.3123,0
362.0099,1044.4161,-12.5329,3.0997,4.0750,0
361.9044,1044.4194,-12.5293,3.0896,3.7975,0
361.7219,1044.4254,-12.5372,3.0708,3.5528,0
361.5399,1044.4384,-12.5449,3.0522,3.4956,0
361.4352,1044.4467,-12.5424,3.0419,3.7918,0
361.2476,1044.4713,-12.5596,3.0218,3.4940,0
361.0606,1044.4913,-12.5639,2.9979,3.5064,0
360.9561,1044.5111,-12.5805,2.9848,3.8725,0
360.7892,1044.5249,-12.5777,2.9576,3.1140,0
360.6099,1044.5614,-12.5751,2.9309,3.4627,0
360.4552,1044.5977,-12.5826,2.9061,3.0975,0
360.3195,1044.6106,-12.5900,2.8825,2.2493,0
360.1772,1044.6559,-12.5957,2.8604,2.4970,0
360.0569,1044.6683,-12.6018,2.8413,2.0168,0
359.9045,1044.6969,-12.6055,2.8396,2.1931,0
359.7988,1044.7332,-12.6066,2.8398,2.0365,0
359.7020,1044.7589,-12.6191,2.8408,1.8361,0
359.5746,1044.7991,-12.6203,2.8425,1.7908,0
359.4703,1044.8247,-12.6187,2.8431,1.2809,0
359.3677,1044.8552,-12.6145,2.8441,1.1784,0
359.2654,1044.8856,-12.6191,2.8465,0.5041,0
359.1515,1044.9185,-12.6282,2.8515,1.0113,0
359.0533,1044.9415,-12.6285,2.8541,1.4616,0
358.9136,1044.9834,-12.6407,2.8569,2.0581,0
358.7999,1045.0178,-12.6471,2.8596,2.3434,0
358.6862,1045.0408,-12.6273,2.8604,1.9330,0
358.5638,1045.0739,-12.6377,2.8634,2.5189,0
358.4583,1045.0989,-12.6348,2.8654,2.0763,0
358.3546,1045.1305,-12.6349,2.8682,1.9586,0
358.2560,1045.1614,-12.6393,2.8697,1.8369,0
